gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME,GCR_Link,SSSI_Link
3037,"Ryewater, Corscombe",Dorset,Callovian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST513062,50.85,-2.69,351300,106200,1997/06/12,2000/01/02,NE,"Intermittent stream sections and bank exposures in the Ryewater-Lovelands area near Corscombe Show a remarkable Lower Callovian succession in the core of an anticlinal structure.

At the base of the succession, the  Abbotsbury Cornbrash Formation, which although incompletely exposed, contains the Bathonian-Callovian boundary, in an area where this boundary is known to be one of the most complete in Britain (basal Keppleri subzone, Herveyi Zone faunas are known from nearby Corscombe, in Fleet Member Facies).  Higher levels in the Fleet Member yield Macrocephalites spp. of the Terebratus and Kamspsus subzones.

The overlying sequence appears to show the Kellaways Formation resting directly upon the Fleet member with no evidence of the presence of the Clayton Clay Formation, which is known further north.  The Kellaways Clay Member dominates the formation and only a thin development of the Kellaways Sand Formation is present.  The Kellaways Clay Member is richly fossiliferous, and this is the only site in Britain where the unit is permanently exposed.  It contains septarian nodules with well preserved ammonites of the Gowerianus Subzone of the Koenigi Zone, including Kepplerites (Gowericeras) ex grp. gowerianus, Cadoceras, Proplanulites and Chamoussetia.  Of particular note are effective topotypes of the zonal index Proplanulites koenigi (J. Sowerby), a species first described from nearby Rampisham.  Many bivalves including Myophorella, Catinula and Thracia are also present.

The Kellaways Sand Member yields few recognisable fossils excepting Gryphea, but the presence of Sigaloceras and Proplanulites ex grp. petrosus S. Buckman suggests a Calloviense  Zone, Calloviense Sub zone age.  Above the Kellaways Sand Member is a sequence of sandy and silty mudrocks with some calcareous lenticles in its upper part.   Ammonite faunas include Sigaloceras (Catasigiloceras) ex grp. enodatum (Nikitin), Kosmoceras (Giuielmiceras) medea Callomon, with some perisphintids and Cadoceras (the latter two groups mainly in the lower part).  Bivalves are abundant, with bands of Gryphea a higher levels.  The ammonite fauna indicates the Enodatum Subzone (Calloviense Zone) of the terminal Lower Callovian, and the Media Subzone (Jason Zone) of the basal Middle Callovian.  These levels would be assignable to the Oxford Clay Formation, but the silty character suggests that the locally developed Mohuns Park Member is present.  Ryewater may, therefore, include the only significant surface exposures of this unit, known primarily from boreholes.

Although little known, the Ryewater-Lovelands exposures are in a classical area where most of the older sites have been lost.  They reveal a remarkably complete Lower Callovian sequence yielding Callovian ammonite faunas of international importance.  Lithostratagraphically the site provides potential reference for members not permanently exposed anywhere else in Britain.",,Inland Outcrops and Stream Sections,BRACKET`S COPPICE AND RYEWATER FARM,,
52,Sandford Lane Quarry,Dorset,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST628178,50.96,-2.53,362800,117800,1979/10/01,1985/04/25,NE,An internationally important geological site. The limestones of the Inferior Oolite exposed at Sandford Lane have yielded faunas essential to Middle Jurassic stratigraphic studies. Sandford can be taken as the British standard for part of the Upper Bajocian (garantiana Zone) as well as being the most important Middle Bajocian sauzei and laeviuscula zones locality. The majority of European ammonite records from these two zones were based on collections from the Sandford Quarry. These facts make it one of the most important British sedimentary sequences.,Jurassic,Exposures in Active Quarries and Pits,SANDFORD LANE QUARRY,,
828,Sandsfoot,Dorset,Oxfordian,Upper Jurassic Stratigraphy from Dorset to Oxford,Notified,SY684797,50.62,-2.45,368400,79700,1981/10/01,1986/02/27,NE,"Outstanding sections in the Corallian (Oxfordian) rocks. The site includes the type localities for several formations including the Nothe Clay and Nothe Grit, Bencliff Grit and the Sandsfoot Clay and Grit: several of which are more thickly developed here than in the standard section a few miles to the east at Osmington. The section here covers much of the Oxfordian time interval from the Nothe Grit to the Passage Beds at the very top of the stage, and exposure of the Sandsfoot Clay-Ringstead Coral Bed interval surpasses even that of the type section. A key site in Jurassic stratigraphic studies.",Jurassic,Coastal and River Cliffs,PORTLAND HARBOUR SHORE,,
252,Seatown to Watton Cliff,Dorset,Toarcian,,Notified,SY423915,50.72,-2.82,342300,91500,1980/01/01,1986/08/27,NE,"The cliffs between Seatown and Watton Cliff provide the most complete Toarcian section in southern England, with exposures of the Bridport Sands, Down Cliff Clay and Junction Bed. Although much of the section above the latter, is relatively inaccessible, there are many fallen blocks, and these together with the excellent exposures of the thin and highly condensed Junction Bed are of extreme importance for the illustration of the unique sedimentary features and the complex micro-stratigraphic history of this bed.",Jurassic,Coastal and River Cliffs,WEST DORSET COAST,,
207,Shillingstone Quarry,Dorset,"Cenomanian, Turonian, Senonian, Maastrichtian","Southern Province, England",Notified,ST823098,50.89,-2.25,382300,109800,1980/01/01,1985/04/30,NE,"A stratigraphically important site for the Cenomanian, Turonian and Coniacian stages. The site lies at the edge of an area affected by major periods of non-deposition, responsible for the hardgrounds of the Chalk Rock and Spurious Chalk Rock. These pauses in sedimentation, attributable to tectonic or eustatic events, only occurred in the south of Hampshire and this part of Dorset. An important locality for studies of late Cretaceous stratigraphy and tectonics.",Cretaceous,Exposures in Active Quarries and Pits,SHILLINGSTONE QUARRY,,
1603,Shipmoor Point - Butterstreet Cove,Dorset,Bathonian,The Middle Jurassic Stratigraphy of Wessex,Notified,SY576836,50.65,-2.6,357600,83600,1984/04/01,1985/10/25,NE,"Small exposures along the Fleet, together with a small quarry at Langton Herring, are amongst the most important exposures of Bathonian (Middle Jurassic) rocks in Dorset. The very fossiliferous Wattonensis Beds are the lowest Bathonian strata seen on this coast. They have yielded a diverse fauna including important fish otoliths and a number of biostratigraphically valuable hodsoni Zone ammonites. At a slightly higher stratigraphic level, the Fuller's Earth Clay (basal Frome Clay) exhibits a spectacular oyster lumachelle comprised almost entirely of an elongate variety of Praeexogyra hebridica. The top of the Fuller's Earth Clay (Frome Clay) and its contact with the overlying Forest Marble, with the highly fossiliferous and stratigraphically important Boueti Bed and the Digona Bed of the Fleet area, besides yielding amongst the most diverse and fully-marine faunas encountered in the British Bathonian including abundant bivalves, echinoderms, brachiopods and bryozoans, have yielded a number of very few ammonites (?orbis Zone; discus Zone) known from the Forest Marble. Important exposures of the Cornbrash at a number of places on the Fleet Coast are particularly valuable for displaying the principal features of this laterally persistent formation as it is developed in southern Dorset.",Jurassic,Coastal and River Cliffs,CHESIL & THE FLEET,,
1064,Smallmouth Sands,Dorset,Jurassic - Cretaceous Reptilia,British Late Jurassic fossil reptiles sites,Notified,SY669764,50.59,-2.47,366900,76400,1982/06/01,1986/02/27,NE,"The Lower Kimmeridge Clay (baylei, cymodoce, mutabilis zones) of Smallmouth Sands has yielded one of the most varied Kimmeridgian reptile faunas. It is the best site for forms such as the turtles (4 species) and the pterosaurs (3 species). The specimens collected include type specimens of one turtle, two pterosaurs, one sauropod, one ichthyosaur and possibly a plesiosaur. A key site with a fauna complementing the Kimmeridge Clay vertebrate fauna of the type section in the Isle of Purbeck.",Jurassic,Foreshore Exposures,PORTLAND HARBOUR SHORE,,
2045,Solent Cliffs West,Dorset,Quaternary of South Central England,,Notified,SZ200930,50.74,-1.72,420000,93000,1986/09/01,2000/01/02,NE,"The cliffs from Highcliffe to Milford-on-Sea provide a unique opportunity for the detailed study of a flight of Pleistocene terrace gravels in cross-section. Opinions are divided as to the number of separate terraces represented, most authors claiming three or four, decreasing in height, and therefore, age from west to east. The site enables studies of gravel sedimentology etc to be combined with a wider geomorphological consideration of the terraces themselves. The Solent Cliffs are the only place in Britain where large continuous exposures of Pleistocene terrace gravels are available for study. Furthermore, the gravel at Barton is one of the richest sources of Palaeolithic artefacts in the Hampshire Basin.",Quaternary,Coastal and River Cliffs,HIGHCLIFFE TO MILFORD CLIFFS,,
1844,South Haven Peninsula,Dorset,Coastal Geomorphology of England,Sandy beaches and dunes,Notified,SZ033848,50.66,-1.95,403300,84800,1985/10/01,1989/05/17,NE,"South Haven Peninsula is a key site for coastal geomorphology. It provides an excellent example of progradation of a sand beach which has been very well-documented in historical records and by more recent field surveys. Three main ridges occur, each with dunes fronted by a seaward slope extending beneath alluvial deposits. There are few prograding sand beaches in southern Britain and South Haven Peninsula is a key member of the national network of soft coastal sites. It is extensively used as an educational site, especially as the links between geomorphological processes and ecological succession are well-exemplified.",Quaternary,Active Process Geomorphological Site,STUDLAND CLIFFS,,
589,St Catherine's Hill,Dorset,Palaeogene,,Notified,SZ145952,50.76,-1.79,414500,95200,1981/05/01,1984/01/16,NE,"Two disused pits expose fine sands and silty clays with plant debris which are of fluvial or estuarine facies. These beds are the lateral equivalents of the marine Lower Barton Beds exposed at Hengistbury and Friar's Cliff. If the correlation is correct, St Catherine's Hill provides the only exposure of fluviatile sediments of Lower Barton age, and in consequence, is of considerable importance in palaeogeographic reconstruction of southern Britain for that part of the Eocene Period.",Tertiary,"Exposures in Disused Quarries, Pits and Cuttings",TOWN COMMON,,
522,Studland Bay,Dorset,Palaeogene,Hampshire basin: mainland localities,Notified,SZ045824,50.64,-1.94,404500,82400,1981/04/01,1986/08/06,NE,"This site is the best exposure, west of Alum Bay, to show the Chalk- Tertiary unconformity, and a relatively complete Palaeocene and lower Eocene succession. The bay provides important sedimentological data and enables palaeogeographic reconstruction of the western part of the Hampshire Basin during the deposition of the Reading Beds-Redend Sandstone interval.",Tertiary,Coastal and River Cliffs,STUDLAND CLIFFS,,
2629,Swanage,Dorset,Wealden,,Notified,SZ031797,50.62,-1.96,403100,79700,1991/03/14,1991/03/14,NE,"This excellent 2km stretch of seacliffs exposes the upper Wealden overlain by Lower Greensand (Aptian). The 400m of the Wessex Formation here (lower 300m concealed) is in similar facies (freshwater/periodically subaerial alluvial plain) to that seen on the Isle of Wight. Sedimentary structures and more frequent coarse sandstones suggest more vigorous and sometimes (intermittent) braided rivers. About the middle of the formation (near the south end of the proposed site) the Coarse Quartz Grit Member (3m) is a notable features, comprising pebbles and sand of predominantly Cornubian origin (high Hercynian K-feldspar and tourmaline, etc; traces of Armorican staurolite >> kyanite, Portlandian glauconite, etc). Though clearly derived and transported from the west or south-west, the Grit has been claimed, on palynological grounds, as older than further west (Worbarrow Bay). It is important to get this dating right in order to test for diachroneity and to discover how the member relates to spreads of almost identical sand in the Weald Clay, 120km further north-east. If proved to be a virtual time plane (rapid spread of detritus being possible in the favoured sedimentological models) the Grit's value as a marker bed would be high. The Vectis Formation here is likewise similar to that seen in the Isle of Wight: originally dark lake/lagoon/bay clays contain faunas and floras indicating a wider range of salinities than in the Wessex Formation. At the most 35m thick, it continues the westerly thinning seen in the Isle of Wight. The attenuation is not understood: it may result from a facies change, non-deposition or Aptian erosion; or from a combination of these. With the other Wessex Basin sites, Swanage is thus important for solving several local and regional problems, particularly those dependent on precise stratigraphical correlation, which has so far not been achieved.",Cretaceous,Coastal and River Cliffs,PURBECK RIDGE (EAST),,
1060,"Swyre Head to Chapman's Pool, Encombe Bay",Dorset,Jurassic - Cretaceous Reptilia,British Late Jurassic fossil reptiles sites,Notified,SY937773,50.59,-2.09,393700,77300,1982/06/01,1985/08/07,NE,"This section including Encombe Bay, has yielded a fine selection of Kimmeridgian marine reptiles. The shales, clays and cementstones exposed here belong to the upper portions of the Upper Kimmeridgian (pectinatus, pallasioides, rotunda, fittoni zones). The reptiles include a turtle, a crocodile, plesiosaurs and ichthyosaurs, most of which are unstudied. The turtle could be one of the best specimens yet of Pelobatochelys, an incompletely known genus. One partial plesiosaur skull, the type specimen of Kimmerosaurus langhami Brown 1981, represents a rare plesiosaur lineage distinct from the plesiosaurid-elasmosaurid and the pliosaur groups. This section has produced the best fauna of Upper Kimmeridgian reptiles in Britain and it has clear potential for future finds.",Jurassic,Coastal and River Cliffs,SOUTH DORSET COAST,,
997,Tar Rocks,Dorset,Portlandian - Berriasian,,Notified,SY681725,50.55,-2.45,368100,72500,1981/12/01,1984/12/19,NE,"This site shows the basal units of the Portland Beds lying above the Kimmeridge Clay, spanning the Lower Black Nore Beds, Black Nore Sandstone and Upper Black Nore Beds. The ammonite faunas from the last two have been instrumental in the definition of the base of the Portlandian Stage in the type area; for the recognition of Virgatopavlovia in the Lower Black Nore Beds and of Progalbanites albani in the Black Nore Sandstone clearly places that base at the bottom of the Sandstone. The locality provides the best sections through this rock interval in the type area. A key site for correlations within the Portland Basin and internationally.",Jurassic,,ISLE OF PORTLAND,,
2380,Tidmoor Point to East Fleet Coast,Dorset,Callovian,The Middle Jurassic Stratigraphy of Wessex,Notified,SY643785,50.6,-2.5,364300,78500,1987/10/01,2000/01/02,NE,"The low cliffs and beach exposures between Tidmoor Point and East Fleet are of national geological importance, since they constitute the only continuously exposed section through the complete Callovian (Middle Jurassic) section anywhere in Britain. The Kellaways Clay, Kellaways Rock and Oxford Clay up to lamberti Zone occur in continuous section, and the lamberti Zone fauna is particularly important, allowing correlation with the successions in Normandy and the Jura. Tidmoor Point is the type locality for many species of ammonites, including that of the zonal index of the lamberti Zone, Quenstedstoceras lamberti. A key locality for British stratigraphy.",Jurassic,Coastal and River Cliffs,CHESIL & THE FLEET,,
2830,Troll Quarry,Dorset,Bathonian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST594127,50.91,-2.58,359400,112700,1989/01/06,1989/01/20,NE,This is a key locality in studies of Bathonian (Middle Jurassic) stratigraphy. It shows sections through the Thornford Beds of the Fuller's Earth Rock. This has been defined as the type locality for the base of the standard Tulites subcontractus zone. The zonal index ammonite T. subcontractus is very common at the site.,Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",TRILL QUARRY,,
998,Tyneham Cap - Hounstout,Dorset,Kimmeridgian,Upper Jurassic Stratigraphy from Dorset to Oxford,Notified,SY888796,50.62,-2.16,388800,79600,1981/12/01,1985/08/07,NE,"The historic type locality for the Kimmeridge Clay and for the Kimmeridgian Stage, the penultimate time division of the Jurassic System. The section of over 300 metres of shales and mudstones is the thickest and most accessible in this portion of Jurassic in Britain, it spans the Aulacostephanus eudoxus-Virgatopavlovia fittoni zones. The section shows the main body of the Kimmeridge Clay in normal lithologies and a transition upwards into the silty clay and more sandy beds marking the commencement of the major regressive cycle which ended the marine Jurassic Period. A locality of international significance and one of Britain's most important stratigraphic sites.",Jurassic,Coastal and River Cliffs,SOUTH DORSET COAST,,
2806,Upwey / Bincombe,Dorset,Wealden,,Notified,SY672854,50.67,-2.46,367200,85400,1989/09/11,1989/09/11,NE,"The most westerly outcrop (landslipped) of proven Wealden, which here appears to belong solely to the Wessex Formation Sandstones and the Coarse Quartz Grit Member, like those at the Dorset coast, are clearly present and their detritus is predominantly Cornubian in origin (high K-feldspar, tourmaline and fine aggregates, etc). The clays contain appreciable kaolinite, and show pedogenic features. Dinosaur bones have been reported as common at the base. This could be important because they are much more rarely found in Dorset than in the Isle of Wight. The basin-marginal position and vertebrate potential of this site make this a key locality in Wealden studies.",Cretaceous,"Exposures in Disused Quarries, Pits and Cuttings",UPWEY QUARRIES AND BINCOMBE DOWN,,
434,Upwey Quarries,Dorset,Portlandian - Berriasian,,Notified,SY671852,50.66,-2.47,367100,85200,1980/12/01,1985/04/25,NE,"The ancient Upwey Quarries expose a sequence through the lower half of the Purbeck Beds, from the basal Dirt and Cap beds to the Cherty Freshwater and Cinder beds: making this the thickest sequence in Dorset away from the coastal sections of the Lulworth-Durlston outcrop. Of particular note, above the very variable basal units and the Cypris Freestone, are the Soft Cockle Beds and adjacent Lower and Upper Insect beds described in the mid 1800s by Fisher. These beds have yielded numerous insect specimens of interest. Recent reexcavation of this sequence makes this one of the best man-made exposures of the Purbeck Beds in the country.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",UPWEY QUARRIES AND BINCOMBE DOWN,,
1904,Valley of Stones,Dorset,Quaternary of South Central England,,Notified,SY598875,50.69,-2.57,359800,87500,1986/08/13,1986/08/13,NE,"Valley of Stones is an important site for geomorphological studies, containing an excellent example of a sarsen blockstream. The sarsens are varied in composition and include particularly fine breccia types. The site has considerable research potential for studies of sarsens, slope processes and landscape evolution, for example in relation to the high-level Tertiary gravels on Black Down.",Quaternary,Rare/unique Mineral/ Fossil Site,VALLEY OF STONES,,
546,Watton Cliff,Dorset,Mesozoic Mammalia,,Notified,SY451908,50.71,-2.78,345100,90800,1981/04/01,1986/08/27,NE,"Watton Cliff is one of a handful of sites in the world to yield Middle Jurassic mammals. The Forest Marble here has recently yielded rare specimens of multituberculate mammals, in association with the tritylodont Stereognathus ooliticus, previously described from the Stonesfield Slate. Only the third known mammal locality in the Bathonian anywhere in the world, Watton Cliff is a site of great importance for its research potential.",Jurassic,Coastal and River Cliffs,WEST DORSET COAST,,
1330,Watton Cliff,Dorset,Bathonian,The Middle Jurassic Stratigraphy of Wessex,Notified,SY454907,50.71,-2.77,345400,90700,1983/01/01,1986/08/27,NE,"Watton Cliff forms the best single exposure of Bathonian sediments in Dorset. The upper part of the Fuller's Earth Clay (Frome Clay), the Boueti Bed and the Forest Marble are exceptionally well- exposed in the Cliff. It is the type locality of the wattonensis Beds, intermittently exposed beneath the beach, adjacent to the Eype Mouth Fault. This bed yields a rich and varied fauna, including occasional hodsoni Zone ammonites of the genera Procerites and Choffatia. The Boueti Bed similarly contains an abundant brachiopod-bivalve fauna, with bryozoans and occasional corals. The Forest Marble exhibits a variety of trace fossils, such as Gyrochorte, Imbrichnus and Pelecypodichnus.",Jurassic,Coastal and River Cliffs,WEST DORSET COAST,,
2901,Watton Cliff,Dorset,Mesozoic - Tertiary Fish/Amphibia,British Jurassic fossil fishes sites,Notified,SY451908,50.71,-2.78,345100,90800,1989/05/31,2000/01/02,NE,"The Mammal Bed within the Forest Marble Beds (Upper Bathonian) at this site also yields fish teeth, including several new, undescribed species of shark teeth. This site has great future potential.",Jurassic,Coastal and River Cliffs,WEST DORSET COAST,,
1000,West Cliff,Dorset,Portlandian - Berriasian,,Notified,SY685729,50.55,-2.44,368500,72900,1981/12/01,1984/12/19,NE,"One of Britain's most important stratigraphic localities, this site shows sections through the entire Portland Sand and Portland Stone, here in their type area, and much of the lower half of the Purbeck Beds. The historic type locality for the Portlandian Stage is founded upon the spectacular and extensive rock sections of Portland's cliffs and quarries. Studies in recent years, leading to a revision of late Jurassic stratigraphy and faunas here on the Isle of Portland, centred on the 90 metre thick west coastal sections, as these offer great scope for palaeontological and sedimentological investigation on a large scale. The Basal Shell Bed, Portland Clay, Exogyra Bed, West Weare Sandstones and much of the Portland Stone are most extensively exposed and at their most accessible within this site. The Basal Shell Bed is one of the best known fossil bearing rocks in the Jurassic, due to the classic monographic work of Cox, with more than ninety described species. The top of the section shows outstanding sections through the basal Purbeck Beds with some of the best exposures of the Dirt Beds available, in places containing trees in growth position. This is the only permanent locality in the British Jurassic to yield post-Kimmeridgian corals. A key site for studies in carbonate sedimentology and palaeontology exhibiting the final phases of Jurassic marine sedimentation, and transition from clastic to carbonate sedimentation in mid-Portlandian times and the final regressive phase with the onset of non-marine conditions in the Purbeck Beds. A locality of international significance for stratigraphic studies, palaeontology and facies analysis.",Jurassic,Coastal and River Cliffs,ISLE OF PORTLAND,,
1198,"West Cliff Kingbarrow Yeolands & Grove Cliff, Portland",Dorset,Jurassic - Cretaceous Reptilia,,Notified,SY685729,50.55,-2.44,368500,72900,1982/09/01,1984/12/19,NE,The Portland Stone (Portlandian) of the Isle of Portland has yielded a good fauna of marine reptiles. Three species of turtle are unique to the island and the fine skull material has formed a central portion of some recent studies on the early evolution of turtles. Large collections of limb bones and vertebrae of the plesiosaur Colymbosaurus portlandicus indicate its close similarity to Kimmeridge Clay forms. One of the best sites for marine Portlandian reptiles in the world.,Jurassic,,ISLE OF PORTLAND,,
208,White Nothe,Dorset,"Cenomanian, Turonian, Senonian, Maastrichtian","Southern Province, England",Notified,SY764813,50.63,-2.33,376400,81300,1980/01/01,1985/08/07,NE,"This site is the most important Upper Cretaceous locality on the Dorset coast. The beautifully weathered Lower Chalk succession is only 15m thick with most of the early and mid-Cenomanian absent. It is the best demonstration of Cenomanian onlap in south-west England. Below the Chalk, Gault and Upper Greensand are also present, all three Cretaceous units lying above Upper Jurassic formations in one of Britain's best known and most spectacular examples of angular unconformity. The Coniacian section above, exposed in the Signal Bluff, displays one of the best examples of intra-Upper Cretaceous erosional truncation, here picked out by hardground development. The cliff line between West and Middle Bottom is intensively disturbed and marks the position of the Purbeck disturbance. A key site for understanding late Mesozoic stratigraphy.",Cretaceous,Coastal and River Cliffs,SOUTH DORSET COAST,,
635,White Nothe,Dorset,Aptian-Albian,,Notified,SY762814,50.63,-2.34,376200,81400,1981/06/01,1985/08/07,NE,"The site affords one of the finest Gault-Upper Greensand sections in southern England. It allows ready access to the Upper Greensand beds, including the Exogyra Rock and the famous ammonite-bed which has provided the richest dispar Zone ammonite fauna in the south- west, including a number of species known only from this locality.",Cretaceous,Coastal and River Cliffs,SOUTH DORSET COAST,,
2289,White Nothe to Bacon Hole,Dorset,Alpine Structures of Southern England,,Notified,SY780807,50.63,-2.31,378000,80700,1987/03/01,1985/08/07,NE,"Jurassic and Cretaceous rocks are here steeply inclined in the middle limb of the South Dorset-Isle of Wight flexure. This section of the flexure is known as the Purbeck Monocline, and it extends about 25 miles from Poole Bay in the east to Weymouth Bay in the west. The beds are offset by numerous examples of conjugate extension faults and reverse faults, formed during the development of the flexure. The reverse faults have recently been reinterpreted as the continuations of deep seated faults formed during an early extensional phase, later reactivated during the Tertiary by crustal compression associated with the Alpine mountain building episode (orogeny). The famous folds exposed at Lulworth Cove have also been recently reinterpreted as a result of gravitational collapse of the monocline. These are famous exposures of one of the most important geological structures in southern England.",Cretaceous,Coastal and River Cliffs,SOUTH DORSET COAST,,
1001,Winspit - Seacombe,Dorset,Portlandian - Berriasian,,Notified,SY976759,50.58,-2.03,397600,75900,1981/12/01,1985/08/07,NE,"The coastal cliffs and quarries of Purbeck show the best sections in the Portland Stone in the eastern Dorset Portlandian basin. The thirty metre section through the Cherty Beds and the worked Freestones of the Portland Stone (okusensis-anguiformis zones) is the thickest through this interval in the Dorset type area. These are critical exposures in correlations between the Purbeck successions and those of the Western Mainland and Portland to the west. They are important in facies analyses within the depositional basin, and for their ammonite faunas, which allow correlation with other key sections and particularly with the Basal Shell Bed and Freestone on Portland. Classic Jurassic exposures of international significance.",Jurassic,Coastal and River Cliffs,SOUTH DORSET COAST,,
634,Worbarrow Bay,Dorset,Aptian-Albian,,Notified,SY861803,50.62,-2.2,386100,80300,1981/06/01,1985/08/07,NE,"The Bay shows a complete section from the top of the Wealden to the base of the Cenomanian, with particularly important exposures of the Lower Greensand - including the westerly representative of the Punfield Marine Band with a fauna sensibly different (distinct) from that at Swanage. The section is vital for the palaeoenvironmental interpretation of the Lower Greensand of the south-west. A key Lower Cretaceous locality.",Cretaceous,Coastal and River Cliffs,SOUTH DORSET COAST,,
1002,Yeolands - Grove Cliff,Dorset,Portlandian - Berriasian,,Notified,SY702718,50.54,-2.42,370200,71800,1981/12/01,1984/12/19,NE,"This exposes extensive sections through the entire Portland Stone including superlative faces in the Freestones. These include the normal ooid sand lithologies but here associated with algal/oyster patch reef developments, which grew on the migrating oolite dunes. Micrites form the top of the Freestone section, these are channelled in part into the ooid sands below. Purbeck algal stromatolites, with fenestral fabrics referable to gas formation within the algal mats, are well-displayed by sections above the micrites and patch reefs. A site showing unique facies and environmental indicators in the Portland Beds and Purbeck Beds.",Jurassic,,ISLE OF PORTLAND,,
3062,Portesham,None,Portlandian - Berriasian,,Deleted,,0,0,622576,-5527064,1997/09/02,2000/01/02,NE,"This locality shows a section in the basal Purbeck Beds, late Jurassic in age, and exhibiting a variety of rock types including shales and predominent limestones.  These rock types and their fossil contents indicate deposition in a variety of environments includinghypersaline lagoons, soil horizons and fresh water ponds.  Representatives of the Purbeck Caps, Great Dirt Bed and Broken Beds of the Dorset coast succession occur here.  The Great Dirt Bed in particular has yeilded an important assemblage of invertebrate and plant fossils which have been the subject of detailed research.  This is a key locality for studies of facies and environments in the Purbeck Beds.  This site was originally 1527",,,,,
