gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
62,Holwell Quarries,Somerset,"Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST726450,51.2,-2.39,372600,145000,01-Oct-79,26-Aug-86,NE,"An internationally important geological locality. A comprehensive assemblage of Triassic (including Rhaetic), Rhaeto-Liassic, Lower Jurassic and Middle Jurassic fissure fillings are well- displayed at Holwell. The Rhaetic fissure fillings have yielded the richest assemblage of vertebrate faunas in the British Triassic. The site is famous as the site where Moore, and later Keuhne, collected specimens of Rhaetic mammals; occurrences of the highest scientific interest. Other mammals as well as abundant fish remains from the site have yet to be described. The Lower Jurassic fissure fillings here yield ammonites and brachiopods which are of central importance in dating these remarkable deposits. Subsidiary interest is supplied by the three dimensional wadi-fill of Triassic age and the regionally important sub-Inferior Oolite unconformity both of which are so excellently exhibited in the Holwell complex.",Jurassic,Exposures in Active Quarries and Pits,HOLWELL QUARRIES
63,Leighton Road Cutting,Somerset,"Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST702437,51.19,-2.43,370200,143700,01-Oct-79,28-Mar-83,NE,"A key site for an understanding of Lower Jurassic rocks in the Mendip area. The newly created cutting at Leighton exposes the only presently exposed section of rocks of Liassic age which otherwise only occur as fissure fillings in this area. The site is thus of paramount importance for the chronological dating of the various lithologies which form the interest of the classic fissure sites of east Mendip, an exercise which until the creation of this cutting, could not be done in a conventional bedded succession.",Jurassic,Exposures in Active Quarries and Pits,LEIGHTON ROAD CUTTING
64,Cloford Quarry,Somerset,"Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST718444,51.2,-2.4,371800,144400,01-Oct-79,28-Mar-83,NE,"A nationally important site, showing the most comprehensive assemblage of Mesozoic fissure fills seen anywhere in Britain. These are of Triassic, Rhaeoto-Liassic and Liassic age. Above a planed and superbly bivalve-bored surface of Carboniferous Limestone, which contains the fissures, lies normally bedded Inferior Oolite. The unique stratigraphic sequences of this area enable the building up of a picture of the history and palaeogeography of the Mendips during the Triassic and Jurassic Periods.",Jurassic,Exposures in Active Quarries and Pits,CLOFORD QUARRY
65,Viaduct Quarry,Somerset,"Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST621443,51.2,-2.54,362100,144300,01-Oct-79,28-Mar-83,NE,"An important locality as the best exposed and thickest section in the Downside Stone. This facies, developed here in its type area, is a localised limestone development which accumulated adjacent to the Lowest Jurassic Mendip Island. This littoral facies of coarse, often conglomeratic limestones is in marked contrast to the contemporary offshore Blue Lias facies which is developed elsewhere in southern Britain, with the exception of closely comparable marginal marine areas in south Wales.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",VIADUCT QUARRY
66,Hobbs Quarry,Somerset,"Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST622446,51.2,-2.54,362200,144600,01-Oct-79,28-Mar-83,NE,"A quarry showing the basal Downside Stone overlying, with marked discordance, steeply dipping Carboniferous Limestone. Here is graphically illustrated the burial of the flanks of the Mendip Island in Lower Lias times and the effects of erosion of this island prior to the deposition of the localised, marginal-marine Downside limestone facies.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",HOBB`S QUARRY
145,Blue Anchor - Lilstock Coast,Somerset,"Hettangian, Sinemurian and Pliensbachian",The Wessex Basin (Dorset and central Somerset),Notified,ST033436,51.18,-3.38,303300,143600,01-Dec-79,26-Aug-86,NE,"An outstanding series of sections through the Lower Lias, spanning the Hettangian and Lower Pleinsbachian stages. This sequence and the good Rhaetian succession beneath are repeatedly affected by faulting, making many sections available in comparison to the same interval on the Glamorgan and Dorset coasts. In a British context the Watchet coast is the thickest succession for this interval. This makes it of international significance, for Britain's Lias sequences are arguably the best in north-west Europe. In addition it has been proposed that this coast be accepted as the standard for the base of the Hettangian Stage, and thus by definition, the Jurassic as a whole. An internationally important stratigraphic locality.",Jurassic,Coastal and River Cliffs,BLUE ANCHOR TO LILSTOCK COAST
146,Doulting Railway Cutting,Somerset,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST645424,51.18,-2.51,364500,142400,01-Dec-79,27-Aug-86,NE,"Outstanding exposures in the Middle Jurassic, constituting the most extensive late Bajocian-Bathonian sequence to be seen between Sherborne and the mid-Cotswolds. This includes the only complete sections of the Doulting Stone, Anabacia Limestone, Rubbly Beds and Fullonicus Limestone in their type area. Above these lies the basal Fuller's Earth with characteristic ammonite faunas of the zigzag Zone. A key stratigraphic research locality and reference section crossing the Bajocian-Bathonian boundary.",Jurassic,Exposures in Active Quarries and Pits,DOULTING RAILWAY CUTTING
147,Godminster Lane Quarry and Railway Cutting,Somerset,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST681345,51.11,-2.46,368100,134500,01-Dec-79,28-Mar-83,NE,"A critical Inferior Oolite section in the Cole Syncline. The exposure here demonstrates a sequence which is, as a rule, completely absent in the area between Sherborne and the Cotswolds. The Godminster Lane section, with its complex succession and rich faunas, is unique in showing lithological features characteristic of the Cotswold succession whilst at the same time yielding abundant ammonites typical of the classic Sherborne sites. A key reference section for the laeviuscula, discites and concavum zones, of importance for studies of Middle Jurassic faunas, geography and stratigraphy.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",GODMINSTER LANE QUARRY AND RAILWAY CUTTING
148,Milborne Wick Section,Somerset,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST662205,50.98,-2.48,366200,120500,01-Dec-79,28-Mar-83,NE,"A classic Inferior Oolite locality described in the historic accounts of S S Buckman. Here the Middle Inferior Oolite, of the laeviuscula, sauzei and humphriesianum zones, is highly condensed and shows evidence that Milborne Wick lay at the edge of the formation's area of deposition. Sections in the humphriesianum Zone are rare; the Milborne outcrop with its condensed succession contrasts with the reasonably extended succession seen at the famous Frogden section, nearer to Sherborne. A key locality for stratigraphic, palaeogeographic and sedimentological studies.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings","MILLER`S HILL, MILBORNE WICK"
149,Seavington St Mary Quarry,Somerset,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST400144,50.93,-2.85,340000,114400,01-Dec-79,28-Mar-83,NE,Extensive exposures through much of the Inferior Oolite. This is the most westerly outcrop of this formation in England. It is thus of considerable importance in interpreting the local stratigraphy and sedimentology in relation to the palaeogeography of south-west England in Middle Jurassic times. A valuable Aalenian-Bajocian locality affording a prime educational and research facility.,Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",SEAVINGTON ST. MARY
150,Vallis Vale,Somerset,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST760495,51.24,-2.34,376000,149500,01-Dec-79,08-Mar-91,NE,"Vallis Vale exposes some of Britain's most classic rock outcrops, exhibiting several of the most easily demonstrated examples of angular unconformity available. The famous Inferior Oolite-Carboniferous Limestone unconformity first described by Conybeare and Buckland is of great historical significance. The site also contains other examples of the overstep and burial of the Carboniferous Limestone Mendip Island in Lower and Middle Jurassic times as well as a key Rhaetic section at Hapsford. A nationally important research and educational locality, of great renown for the part is has played in the historical development of geological science.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",VALLIS VALE
209,Snowdon Hill Quarry,Somerset,"Cenomanian, Turonian, Senonian, Maastrichtian","Southern Province, England",Notified,ST312089,50.87,-2.98,331200,108900,01-Jan-80,28-Mar-83,NE,"This site is the most important Lower Chalk Basement Bed exposure in south-west England. Here, overlying an excellent section of Upper Greensand, the basement bed has yielded a rich, phosphatised macrofauna, predominantly of Turrilites acutus Zone age. A key palaeontological locality.",Cretaceous,"Exposures in Disused Quarries, Pits and Cuttings",SNOWDON HILL QUARRY
262,Ham Hill,Somerset,Toarcian,The Wessex Basin (Dorset and central Somerset),Notified,ST481165,50.95,-2.74,348100,116500,01-Jan-80,07-Jan-83,NE,"Ham Hill provides fine exposures through the geographically restricted Ham Hill Stone, a lateral facies variant within the Yeovil/ Bridport Sands, which was once extensively quarried as a building stone. Its particular importance rests in its significance in the interpretation of the local stratigraphy, and with its sedimentological features, and its important Upper Toarcian ammonite and brachiopod faunas.",Jurassic,Exposures in Active Quarries and Pits,HAM HILL
263,Maes Down,Somerset,Toarcian,The Wessex Basin (Dorset and central Somerset),Notified,ST647406,51.16,-2.5,364700,140600,01-Jan-80,28-Mar-83,NE,"Maes Down forms an important link in our understanding of the distribution and development of the Upper Pliensbachian and Lower Toarcian rocks in southern England. In particular it illustrates the development of the cephalopod-rich Junction Bed facies, which dominates the area to the south, and emphasises the apparent lack of influence which the Mendips had on sedimentation during this period. A key site in palaeogeographic reconstructions of the Lower Jurassic.",Jurassic,Exposures in Active Quarries and Pits,MAES DOWN
542,Windsor Hill Quarry,Somerset,Mesozoic Mammalia,,Notified,ST615452,51.2,-2.55,361500,145200,01-Apr-81,08-Mar-91,NE,"An historic site from where came the specimens of the tritylodont Oligokyphus figured by Kuhne. This therapsid parallels the ancestral mammal stocks of the late Triassic-early Jurassic. Oligokyphus, here occurring in Lower Jurassic fissure fillings, and its slightly younger relatives, in the mid-Jurassic, represent the last representatives of a theraspid stock which had previously given rise to the mammals. A key site in vertebrate studies.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",WINDSOR HILL QUARRY
543,Holwell Quarries,Somerset,Mesozoic Mammalia,,Notified,ST726450,51.2,-2.39,372600,145000,01-Apr-81,26-Aug-86,NE,"An historic site where Charles Moore first discovered mammals in the mid-19th century. The site has yielded rare but very significant haramyid and morganucodontid mammals, as well as a specimen of Oligokyphus. The Rhaeto-Liassic fissure faunas of Holwell make it a key site in studies of the earliest known mammals.",Triassic,Exposures in Active Quarries and Pits,HOLWELL QUARRIES
561,Priddy Caves,Somerset,Caves,The Mendip Hills karst,Notified,ST521515,51.26,-2.69,352100,151500,01-Apr-81,07-Jan-83,NE,"The site contains 17km of cave passages in 2 major and 4 minor systems. All the caves are sinkhole systems and 3 reach depths of over 100m with complex series of passages showing close response to geological control. Swildon's Hole and St Cuthbert's Swallet are important and widely known examples of shallow and deep, respectively, phreatic cave development, and the former cave system has an exceptionally fine dendritic form. Morphological sequences and deposition cycles in the caves provide a valuable record of Pleistocene evolution of both the karst and regional landscape.",Quaternary,Caves and Karst,PRIDDY CAVES
562,Charterhouse Caves,Somerset,Caves,The Mendip Hills karst,Notified,ST467559,51.3,-2.76,346700,155900,01-Apr-81,07-Jan-83,NE,"The site covers four major swallet caves. G B Cave is one of these and has an exceptionally large and spectacular main passage besides extremely fine displays of calcite deposits. In addition, the sequence of clastic and stalagmite deposits in the same cave provides an unequalled record of alternating warm and cold surface environments from 350,000 years ago until the present; this makes G B Cave one of the most important sites in Britain and vital to the absolute chronology of the Pleistocene. Morphological features in all the caves correlate to provide an indisputable record of Pleistocene landform development in the Mendips and surrounding area. Besides being very fine caves, these systems are of exceptional value in terms of historical geomorphology.",Quaternary,Caves and Karst,THE CHEDDAR COMPLEX
563,Lamb Leer Cavern,Somerset,Caves,The Mendip Hills karst,Notified,ST544530,51.27,-2.65,354400,153000,01-Apr-81,07-Jan-83,NE,"The site covers a completely fossil cave system which contains one of the two largest chambers on Mendip. The geology of the cave is atypical of Mendip, with fault influenced development in the limestones well above any control exerted by the underlying shales. The high altitude phreatic development of the cave is evidence of its considerable age, and the sediments within it provide a geomorphic record through much of the Pleistocene and maybe into the Tertiary.",Quaternary,Caves and Karst,LAMB LEER
564,St Dunstan's Well Catchment,Somerset,Caves,The Mendip Hills karst,Notified,ST659475,51.23,-2.49,365900,147500,01-Apr-81,07-Oct-82,NE,"The site covers a series of caves which in total extend to around 6,000m of mapped passages. These include some of the most profusely decorated and beautiful passages in Britain, with a unique abundance of pure white calcite deposits. Not only are these spectacular caves, but the deposits contain an unsurpassed variety of morphological forms of cave calcite. In their morphology and sediments the caves contain a record of phreatic development and rejuvenation which extends back into much of the Pleistocene.",Quaternary,Caves and Karst,ST. DUNSTAN`S WELL CATCHMENT
565,Wookey Hole,Somerset,Caves,The Mendip Hills karst,Notified,ST534485,51.23,-2.67,353400,148500,01-Apr-81,07-Jan-83,NE,"The site covers a major resurgence which feeds from an important system of partially rejuvenated phreatic caves. These caves constitute Britain's finest example of deep phreatic development of a karst limestone. In addition, Wookey Hole caves have a unique geology, being situated in both the Main Limestone of Mendip and in the Triassic dolomitic conglomerate. The sequence of fossil and active phreatic caves provides a valuable record of development in adjustment to progressive surface lowering and rejuvenation through the Pleistocene.",Quaternary,Caves and Karst,WOOKEY HOLE
566,Cheddar Caves,Somerset,Caves,The Mendip Hills karst,Notified,ST474544,51.29,-2.75,347400,154400,01-Apr-81,05-Jun-86,NE,"The site covers a complex of fossil cave passages intersected by incision of the gorge together with a comparable but active sub- valley floor cave system. The active cave system is one of the most heavily studied karst systems in Britain with reference to the conduit and diffuse flow characteristics of its hydrology. In addition, the fossil systems provide a vital part of the evidence concerning Pleistocene landscape evolution both within the Cheddar Gorge and over the adjacent lowlands.",Quaternary,Caves and Karst,THE CHEDDAR COMPLEX
567,Thrupe Lane Swallet,Somerset,Caves,The Mendip Hills karst,Notified,ST603456,51.21,-2.57,360300,145600,01-Apr-81,07-Jan-83,NE,The site covers a single small cave system which is remarkable for its abundance of vertical shafts formed where the cave streams have utilised faults and joints to cut down through the dipping limestone. Tall narrow rift passages are typical of the cave and those formed in white vein calcite are particularly spectacular.,Quaternary,Caves and Karst,THRUPE LANE SWALLET
633,Snowdon Hill Quarry,Somerset,Aptian-Albian,,Notified,ST312089,50.87,-2.98,331200,108900,01-Jul-81,28-Mar-83,NE,This quarry provides the best available section through the lithologies seen above the Chert Beds in the important area west of the mid-Dorset Swell and complements the sequence seen on the Devon coast. The Chert Beds are excellently exposed and show to perfection the rhythmic chert bands characteristic of this formation. The site has been the source of remarkable but as yet undescribed crustacean remains. A key site for Lower Cretaceous palaeontological and stratigraphic studies.,Cretaceous,"Exposures in Disused Quarries, Pits and Cuttings",SNOWDON HILL QUARRY
975,Moons Hill Quarry,Somerset,Wenlock,The Wenlock Series,Notified,ST665460,51.21,-2.48,366500,146000,01-Nov-81,28-Sep-87,NE,"At Moons Hill, quarrying has exposed 300-400m of andesites, rhyodacites, tuffs and agglomerates which are sandwiched between unnamed tuffaceous shales and mudstones and shales. These clastic and volcanoclastic sediments have yielded a fairly rich shelly fauna referrable to the Wenlock. This igneous suite represents the sole example of Wenlock age volcanic rocks (other than bentonites) in Great Britain. Only in one other area in the British Isles do good volcanics of the same age occur - the Dingle Peninsular, Ireland. A unique locality in the Wenlock of Great Britain.",Silurian,Exposures in Active Quarries and Pits,MOON`S HILL QUARRY
986,Emborough Quarry,Somerset,Permian - Triassic Reptilia,British Triassic fossil reptile sites,Notified,ST623505,51.25,-2.54,362300,150500,01-Dec-81,28-Mar-83,NE,"This locality exposes a late Triassic (Norian?) age fissure filling containing unique reptilian remains. The site is famous for yielding bones of Keuhneosaurus latus, a gliding reptile. This is the only extant site to yield gliding eolacertids in Britain; it is comparable to the only other occurrence known from the Newark Group of North America. The site has also yielded a trilophosaur and other, as yet undescribed, reptilian remains. An outstanding site for studies in vertebrate palaeontology.",Triassic,"Exposures in Disused Quarries, Pits and Cuttings",EMBOROUGH QUARRIES
1058,Cheddar Gorge,Somerset,Karst,The Mendip Hills karst,Notified,ST470543,51.28,-2.76,347000,154300,01-Jun-81,05-Jun-86,NE,"The site covers Cheddar Gorge and the deeper parts of the major dry valleys which form its headward continuation. Cheddar is Britain's largest gorge and probably the country's best known limestone feature. It is commonly incorrectly described as a collapsed cavern, but is instead a splendid fluvial feature with a history which extends to around 2 million years. Its development encompassed the Pleistocene periglacial phases, and events in its geomorphic history can be traced in the morphology of both the gorge and the associated caves. The dry valleys at its head are fine examples of fluvio-karst and show progressive downstream development into the limestone gorge.",Quaternary,Caves and Karst,THE CHEDDAR COMPLEX
1119,Brimble Pit and Cross Swallet,Somerset,Karst,The Mendip Hills karst,Notified,ST510505,51.25,-2.7,351000,150500,01-Jul-82,25-Jun-86,NE,"The site covers the two adjacent karstic basins draining into Brimble Pit and Cross Swallet. These are the two best defined of the belt of large, shallow, closed depressions which account for the total topography along the southern edge of the Mendip Hills. The Brimble Pit depression has a large old lake sediment floor now pitted with sinkholes, while the Cross Swallet basin feeds to a single active sinkhole around which are well-preserved terraces of both rock and sediment. Both depressions have marginal cols feeding to overflow channels now permanently dry.",Quaternary,Exposures in Active Quarries and Pits,BRIMBLE PIT AND CROSS SWALLET BASINS
1120,Sandpit Hole and Bishop's Lot,Somerset,Karst,The Mendip Hills karst,Notified,ST532498,51.24,-2.67,353200,149800,01-Jul-82,07-Jan-83,NE,"The site is in two separate small sections enclosing the two karst depressions which give their names to the site. The two depressions are similar in that they are both solutional dolines in the karst plateau surface, and are two of the largest isolated dolines of their type on the Mendip Hills. They contrast in the sediments which fill them, in that Sandpit Hole has a fill of dolomite sand overlying limestone boulders while Bishop's Lot is a broader shallow depression with a clay fill.",Quaternary,Caves and Karst,SANDPIT HOLE AND BISHOP`S LOT
1121,Wurt Pit and Devil's Punchbowl,Somerset,Karst,The Mendip Hills karst,Notified,ST543537,51.28,-2.66,354300,153700,01-Jul-82,07-Jan-83,NE,"The site is in two separate small sections enclosing the two karst depressions which give their names to the site. The two depressions are similar in that they have both been formed by solution of underlying limestone and collapse of the non-carbonate rocks which outcrop, and they are the two outstanding examples of subsidence dolines on the Mendip Hills. In addition, they contrast in that the Devil's Punch Bowl is formed in marl outcrop while Wurt Pit is formed in a younger silicified limestone-clay sequence.",Quaternary,Caves and Karst,WURT PIT AND DEVIL`S PUNCHBOWL
1183,"Bridged Pot, Savory`s Hole",Somerset,Pleistocene Vertebrata,,Notified,ST526487,51.23,-2.68,352600,148700,01-Sep-82,19-Jun-86,NE,"This small cave provides one of the best (presumed) Late Devensian small-mammal assemblages known from Britain. Most of the deposit remains in situ. The fauna includes steppe pika, arctic lemming, Norway lemming, various voles, red deer and reindeer. The small cave/rock shelter at Savory's Hole contains largely undisturbed deposits likely to yield a similar assemblage of Devensian age.",Quaternary,,EBBOR GORGE
1185,Brean Down,Somerset,Pleistocene Vertebrata,,Notified,ST292587,51.32,-3.02,329200,158700,01-Sep-82,10-Feb-86,NE,"Beds of Devensian age at Brean Down contain abundant remains of horses, reindeer, lemmings and other mammals in an excellent state of preservation. An outstanding feature of the site is that the fossiliferous deposits very probably extend for a considerable distance inland along the Sand Cliff and there is great potential for excavation. The discovery of bone containing collagen sufficient for radiocarbon dating would considerably enhance the value of this site. Reindeer Rift in addition provides fissure deposits with a cold fauna, including reindeer, of probable Devensian age.",Quaternary,Coastal and River Cliffs,BREAN DOWN
1187,Badger Hole and Rhinoceros Hole,Somerset,Pleistocene Vertebrata,,Notified,ST532480,51.23,-2.67,353200,148000,01-Sep-82,07-Jan-83,NE,"SITE UNDER RECONSIDERATION - CURRANT/SCHREVE

Badger Hole provides in situ cave deposits with mammalian remains of Middle or Late Devensian pre-late-glacial age, in association with early Upper Palaeolithic artefacts. More precise dating of the fauna is badly needed. Rhinoceros Hole, is a small cave which contains a sequence from older deposits with an Ipswichian interglacial fauna, including hippopotamus, to two or more younger deposits with cold faunas probably of Middle Devensian age. This is the only site in Mendip, and one of the very few in Britain, where this relationship is clearly shown.",Quaternary,Caves and Karst,WOOKEY HOLE
